commune_nom,INSEE,pop,donnesgeo,area,elevation,blason
Lavannes,51318,592,Point(4.171111111 49.313611111),17.77,,
Saint-Lumier-la-Populeuse,51497,49,Point(4.793333333 48.725277777),2.38,,
Chassé,72069,177,Point(0.2 48.45),7,,
Château-l'Hermitage,72072,254,Point(0.181666666 47.803611111),9.39,,
Algans,81006,203,Point(1.893055555 43.597222222),14.43,,
Crugny,51198,647,Point(3.738888888 49.254166666),12.46,,
La Chapelle-Saint-Aubin,72065,2360,Point(0.160555555 48.035277777),5.93,,
La Cheppe,51147,335,Point(4.501111111 49.049722222),23.9,,
Ambialet,81010,459,Point(2.379166666 43.946666666),30.04,,
Cré-sur-Loir,72108,799,Point(-0.158888888 47.676944444),17.19,,
La Neuville-aux-Larris,51398,170,Point(3.842222222 49.143055555),1.64,,
Bettancourt-la-Longue,51057,78,Point(4.888333333 48.828611111),6.09,,
Cernon,51106,128,Point(4.343888888 48.840277777),16.1,,
Le Fresne,51260,77,Point(4.642222222 48.911111111),17.71,,
Gaye,51265,588,Point(3.8025 48.683055555),21.13,,
Saint-Martin-aux-Champs,51502,104,Point(4.488333333 48.821944444),7.2,,
Joiselle,51306,100,Point(3.516388888 48.770555555),9.76,,
Matignicourt-Goncourt,51356,146,Point(4.681388888 48.676666666),9.25,,
Villeneuve-Saint-Vistre-et-Villevotte,51628,123,Point(3.759722222 48.633888888),9.51,,
Olizy,51414,160,Point(3.758055555 49.1475),4.57,,
Jussecourt-Minecourt,51311,208,Point(4.788333333 48.789444444),8.92,,
Marsangis,51353,48,Point(3.836111111 48.605555555),6.74,,
Marigny,51351,107,Point(3.866388888 48.663611111),11.73,,
Sommepy-Tahure,51544,623,Point(4.5575 49.251944444),68.24,,
Saint-Jean-sur-Moivre,51490,210,Point(4.583333333 48.903888888),15.07,,
Lenharrée,51319,95,Point(4.114722222 48.775833333),17.75,,
Treslon,51581,242,Point(3.822222222 49.240277777),3.97,,
Germaine,51266,514,Point(4.030277777 49.114444444),14.87,,
Villers-Allerand,51629,885,Point(4.025 49.166111111),12.3,,
Saint-Mard-lès-Rouffy,51499,163,Point(4.116388888 48.941666666),6.9,,
Pringy,51446,417,Point(4.516666666 48.780555555),15.34,,
Lezoux,63195,6152,Point(3.38 45.8275),34.69,,
Malauzat,63203,1145,Point(3.053611111 45.847222222),5.99,,
Marsat,63212,1360,Point(3.081666666 45.876388888),4.08,,
Saint-Germain-près-Herment,63351,84,Point(2.540833333 45.731944444),16.82,,
Saint-Myon,63379,485,Point(3.130555555 45.993333333),5.51,,
Isserteaux,63177,414,Point(3.387777777 45.6525),17.66,,
Saint-Quintin-sur-Sioule,63390,381,Point(3.070277777 46.1),14.32,,
Saint-Priest-des-Champs,63388,702,Point(2.764166666 45.9925),45.09,,
Saint-Julien-la-Geneste,63369,121,Point(2.734166666 46.051388888),11.97,,
Saint-Hilaire-le-Petit,51487,339,Point(4.389722222 49.273611111),22.76,,
Menotey,39323,306,Point(5.498055555 47.1625),5.02,,
La Loye,39305,551,Point(5.556111111 47.026944444),19.56,,
Monteplain,39352,132,Point(5.708888888 47.156944444),1.68,,
Lavigny,39288,378,Point(5.596666666 46.716666666),5.38,,
Saint-Jean-d'Étreux,39484,158,Point(5.358333333 46.404722222),4.28,,
Menat,63223,547,Point(2.904444444 46.103888888),20.31,,
Vitreux,39581,286,Point(5.6875 47.246111111),7.85,,
Pimorin,39420,198,Point(5.504444444 46.503611111),10.29,,
Lombard,39296,211,Point(5.5075 46.785555555),5.41,,
Vriange,39584,156,Point(5.581388888 47.18),5.78,,
Montmirey-la-Ville,39360,176,Point(5.52 47.216944444),3.93,,
Époye,51232,430,Point(4.238888888 49.289722222),15.35,,
Prunay,51449,1032,Point(4.183888888 49.196944444),18.41,,
Villeseneux,51638,221,Point(4.146111111 48.841388888),25.86,,
Serzy-et-Prin,51534,207,Point(3.766388888 49.25),7.36,,
Lagery,51314,217,Point(3.745 49.209444444),9.34,,
Saint-Eulien,51478,440,Point(4.882222222 48.683611111),8.06,,
Saint-Mard-sur-Auve,51498,64,Point(4.726666666 49.035),10.1,,
Faverolles-et-Coëmy,51245,566,Point(3.792777777 49.235),5.48,,
Isles-sur-Suippe,51299,898,Point(4.200833333 49.356666666),12.39,,
Tramery,51577,151,Point(3.804722222 49.224444444),3.56,,
Potangis,51443,131,Point(3.644166666 48.5875),8.87,,
Mancy,51342,253,Point(3.932777777 48.981944444),3.57,,
Nanc-lès-Saint-Amour,39378,323,Point(5.358611111 46.422777777),5.29,,
Togny-aux-Bœufs,51574,137,Point(4.444722222 48.8525),9.98,,
Hourges,51294,81,Point(3.769444444 49.281666666),4.34,,
Pévy,51429,204,Point(3.843333333 49.310555555),7.4,,
Arbin,73018,777,Point(6.066944444 45.508333333),1.71,,
Saint-Martin-sur-la-Chambre,73259,552,Point(6.316666666 45.365277777),4.69,,
Notre-Dame-du-Cruet,73189,226,Point(6.311388888 45.370277777),1.9,,
Brides-les-Bains,73057,506,Point(6.566666666 45.4525),2.63,,
Chignin,73084,862,Point(6.0125 45.524166666),8.32,,
Gilly-sur-Isère,73124,3013,Point(6.349444444 45.659722222),7.03,,
Saint-Avre,73224,868,Point(6.31 45.3525),3.64,,
Allondaz,73014,275,Point(6.371388888 45.706111111),4.08,,
Saint-Martin-d'Arc,73256,361,Point(6.468055555 45.212777777),4.93,,
Jarrier,73138,503,Point(6.316666666 45.280277777),17.79,,
Bonvillard,73048,359,Point(6.305277777 45.586666666),17.1,,
La Léchère,73187,2586,Point(6.473333333 45.532222222),134.54,,
La Léchère,73187,2586,Point(6.473333333 45.532222222),102.86,,
Saint-Baldoph,73225,2809,Point(5.9525 45.535277777),6.24,,
Le Châtel,73080,192,Point(6.358888888 45.306944444),15.31,,
Loisieux,73147,205,Point(5.735 45.651388888),9.33,,
Saint-Jean-de-la-Porte,73247,937,Point(6.128055555 45.556666666),16.01,,
Aigueblanche,73003,3235,Point(6.509722222 45.500833333),19.67,,
Lanslevillard,73144,485,Point(6.911666666 45.289444444),39.84,,
Montagny,73161,661,Point(6.591944444 45.456111111),13.26,,
Traize,73299,318,Point(5.746111111 45.671111111),9.48,,
Marcilly-sur-Seine,51343,639,Point(3.709166666 48.556944444),10.01,,
Coupéville,51179,161,Point(4.625833333 48.910833333),30.42,,
Mouchard,39370,1101,Point(5.797222222 46.973333333),6.18,,
Trécon,51578,82,Point(4.082222222 48.869722222),12.45,,
Avoise,72021,612,Point(-0.2075 47.866388888),24.56,,
Beaufay,72026,1491,Point(0.362222222 48.146944444),23.87,,
La Chapelle-Saint-Fray,72066,441,Point(0.081111111 48.110555555),6.38,,
Beaumont-sur-Sarthe,72029,1960,Point(0.130555555 48.226388888),6.64,,
Courgenard,72105,495,Point(0.736666666 48.151666666),11.32,,
Vaas,72364,1510,Point(0.312222222 47.669166666),30.14,,
Roullée,72258,238,Point(0.3 48.46),20,,
Beillé,72031,528,Point(0.51 48.083055555),8.48,,
Bazouges-sur-le-Loir,72025,1249,Point(-0.168611111 47.690277777),29.9,,
Berfay,72032,328,Point(0.764166666 47.993888888),18.28,,
Courcelles-la-Forêt,72100,410,Point(-0.0175 47.785),19.6,,
Bérus,72034,447,Point(0.051944444 48.374722222),6.73,,
La Selle-Craonnaise,53258,941,Point(-1.0425 47.842777777),29.17,,
Degré,72113,784,Point(0.068055555 48.050277777),9.83,,
Tassillé,72348,134,Point(-0.093333333 47.992777777),6.46,,
Tuffé,72363,1506,Point(0.514444444 48.113333333),24.66,,
Le Bois,73045,400,Point(6.497777777 45.491111111),5.55,,
Bellentre,73038,924,Point(6.713888888 45.569444444),23.94,,
Courgains,72104,579,Point(0.278888888 48.29),14.66,,
Avesnes-en-Saosnois,72018,89,Point(0.371111111 48.263333333),5.68,,
Bussy-le-Repos,51098,135,Point(4.758611111 48.898888888),22.64,,
Bassu,51039,103,Point(4.693055555 48.832777777),10.29,,
Belmont-Tramonet,73039,561,Point(5.679444444 45.559444444),5.46,,
Les Barthes,82012,567,Point(1.17 44.096666666),8.2,,
Avressieux,73025,522,Point(5.694722222 45.572222222),8.07,,
Amné,72004,566,Point(-0.059166666 48.04),15.95,,
Avezé,72020,726,Point(0.677222222 48.227222222),20.81,,
Bannes,53019,120,Point(-0.351388888 47.981944444),8.32,,
La Chapelle-d'Aligné,72061,1694,Point(-0.236388888 47.732777777),33.04,,
Bannay,51034,19,Point(3.723611111 48.859444444),7.06,,
Assé-le-Riboul,72012,518,Point(0.086388888 48.193888888),16.77,,
Les Mées,72192,100,Point(0.231666666 48.314166666),6.8,,
Coupetz,51178,78,Point(4.362777777 48.820277777),10.65,,
Humbauville,51296,79,Point(4.415833333 48.658611111),16.85,,
Villevenard,51641,215,Point(3.798055555 48.828055555),13.28,,
Poilly,51437,96,Point(3.820555555 49.216111111),4.45,,
Hermonville,51291,1417,Point(3.908611111 49.335277777),13.3,,
Janvilliers,51304,167,Point(3.648333333 48.894166666),8.74,,
Herpont,51292,136,Point(4.731111111 48.998888888),23,,
Le Vézier,51618,191,Point(3.46 48.795555555),12.39,,
Rouessé-Vassé,72255,813,Point(-0.198611111 48.159166666),31.49,,
Pogny,51436,916,Point(4.4825 48.858333333),14.05,,
Vésigneul-sur-Marne,51616,237,Point(4.459444444 48.871388888),7.86,,
Pomacle,51439,454,Point(4.147222222 49.335),11.19,,
Tilloy-et-Bellay,51572,219,Point(4.613611111 49.017222222),19.34,,
Mardeuil,51344,1501,Point(3.930555555 49.054722222),9.19,,
La Fresnaye-sur-Chédouet,72137,924,Point(0.2542 48.4486),31,,
Mairy-sur-Marne,51339,546,Point(4.409166666 48.882222222),20.78,,
Mayet,72191,3138,Point(0.274722222 47.758888888),53.96,,
Scrupt,51528,132,Point(4.784722222 48.718055555),11.46,,
Ville-en-Tardenois,51624,657,Point(3.799722222 49.181111111),11.2,,
Les Istres-et-Bury,51302,97,Point(4.090277777 48.985),5.15,,
Évaillé,72128,350,Point(0.629444444 47.900833333),19.43,,
Saudoy,51526,369,Point(3.716111111 48.681111111),12.66,,
Sainte-Gemme,51480,139,Point(3.670833333 49.140555555),7.25,,
Épineu-le-Chevreuil,72126,295,Point(-0.115833333 48.038055555),14.7,,
Luxémont-et-Villotte,51334,450,Point(4.633611111 48.695833333),9.19,,
Champrond,72057,70,Point(0.745555555 48.0775),5.98,,
Sarcy,51523,254,Point(3.824722222 49.206944444),6.9,,
Chahaignes,72052,693,Point(0.515 47.741944444),22.83,,
Souvigné-sur-Même,72342,174,Point(0.636666666 48.219722222),6.28,,
Étival-lès-le-Mans,72127,1939,Point(0.089444444 47.956388888),10.34,,
Sapignicourt,51522,410,Point(4.813333333 48.650833333),4.82,,
Drouilly,51220,135,Point(4.521944444 48.771944444),2.43,,
Drosnay,51219,216,Point(4.613333333 48.574444444),18.62,,
Morangis,51384,389,Point(3.918055555 48.972777777),8.65,,
Passy-Grigny,51425,380,Point(3.678333333 49.126111111),11.99,,
Villiers-aux-Corneilles,51642,109,Point(3.678888888 48.575277777),5.88,,
Solesmes,72336,1198,Point(-0.301944444 47.851666666),11.53,,
Vinay,51643,589,Point(3.898611111 49.01),3.09,,
Morsains,51386,133,Point(3.536111111 48.797222222),14.33,,
Saint-Chéron,51475,60,Point(4.560833333 48.636388888),9.16,,
Voipreux,51651,234,Point(4.040277777 48.908611111),4.32,,
Saron-sur-Aube,51524,304,Point(3.731111111 48.568611111),16.43,,
Vindey,51645,116,Point(3.710555555 48.698888888),7.94,,
Montigny-sur-Vesle,51379,516,Point(3.801388888 49.312777777),9.46,,
Saint-Quentin-les-Marais,51510,139,Point(4.643055555 48.781111111),6.56,,
Rouffy,51469,113,Point(4.101388888 48.934444444),5.69,,
Vouillers,51654,258,Point(4.834166666 48.681388888),8.28,,
Vernancourt,51608,88,Point(4.8225 48.857777777),8.98,,
Saint-Remy-sur-Bussy,51515,343,Point(4.581388888 49.056388888),34.65,,
Moncetz-Longevas,51372,535,Point(4.427222222 48.907777777),7.24,,
Réveillon,51459,106,Point(3.455277777 48.7525),6.72,,
Saint-Quentin-sur-Coole,51512,104,Point(4.328055555 48.854166666),8.79,,
Saint-Thomas-en-Argonne,51519,40,Point(4.865277777 49.185555555),4.43,,
Monthelon,51378,353,Point(3.934722222 48.993333333),2.66,,
Fleury-la-Rivière,51252,516,Point(3.8825 49.096666666),7.98,,
Montgenost,51376,154,Point(3.594722222 48.597222222),8.4,,
Montbré,51375,278,Point(4.041388888 49.192777777),3.08,,
Vouarces,51652,60,Point(3.8975 48.591388888),5.96,,
Vrigny,51657,232,Point(3.913333333 49.233888888),4.46,,
Saint-Flour,63343,285,Point(3.504166666 45.709166666),9.45,,
Warmeriville,51660,2468,Point(4.221944444 49.350555555),23.25,,
Rilly-la-Montagne,51461,988,Point(4.045555555 49.165277777),8.87,,
Vouzy,51655,293,Point(4.110833333 48.925277777),9.44,,
Romigny,51466,213,Point(3.768888888 49.1725),11.35,,
Saint-Souplet-sur-Py,51517,125,Point(4.465277777 49.236666666),21.2,,
Saint-Bon,51473,113,Point(3.461388888 48.677777777),8,,
Les Rivières-Henruel,51463,180,Point(4.564166666 48.653888888),11.97,,
Montépreux,51377,45,Point(4.138055555 48.712777777),15.41,,
Mourmelon-le-Grand,51388,5085,Point(4.364444444 49.140833333),23.21,,
Oizé,72226,1323,Point(0.103333333 47.810555555),16.91,,
Moncetz-l'Abbaye,51373,95,Point(4.655277777 48.649444444),6.95,,
Vavray-le-Grand,51601,161,Point(4.706944444 48.798611111),7,,
Loisy-en-Brie,51327,200,Point(3.901944444 48.883055555),15.09,,
Vroil,51658,104,Point(4.912777777 48.842222222),10.34,,
Mulsanne,72213,5238,Point(0.248888888 47.911666666),15.25,,
Doucelles,72120,250,Point(0.168611111 48.256388888),4.48,,
Saint-Jean-d'Assé,72290,1759,Point(0.120555555 48.150555555),21.29,,
Brûlon,72050,1580,Point(-0.234722222 47.967777777),16.27,,
La Chapelle-aux-Choux,72060,266,Point(0.231388888 47.632222222),14.43,,
Chantenay-Villedieu,72059,865,Point(-0.161111111 47.920833333),27.74,,
Neuvillette-en-Charnie,72218,293,Point(-0.212222222 48.093055555),14.54,,
Grauves,51281,619,Point(3.964722222 48.973611111),7.84,,
Mée,53148,226,Point(-0.860555555 47.797222222),8.75,,
Vavray-le-Petit,51602,66,Point(4.713611111 48.805555555),5.39,,
Villaines-la-Carelle,72374,152,Point(0.299166666 48.376666666),14.7,,
Saint-Pierre,51509,301,Point(4.244166666 48.946666666),10.27,,
Saint-Quentin-le-Verger,51511,121,Point(3.75 48.615555555),10.63,,
Rahay,72250,158,Point(0.832222222 47.961111111),18.94,,
Lavenay,72159,344,Point(0.701388888 47.790555555),7.7,,
Vert-Toulon,51611,291,Point(3.911666666 48.844166666),22.04,,
Saint-Masmes,51505,458,Point(4.2625 49.311944444),6.58,,
René,72251,379,Point(0.220833333 48.278611111),12.52,,
Villaines-la-Gonais,72375,558,Point(0.601666666 48.136111111),10.34,,
Lavernat,72160,599,Point(0.332777777 47.717777777),22.64,,
Pincé,72236,193,Point(-0.381111111 47.796944444),5.76,,
Pizieux,72238,74,Point(0.331111111 48.322222222),4.51,,
Saint-Georges-du-Bois,72280,2121,Point(0.1 47.973055555),7.23,,
Lavaré,72158,856,Point(0.644722222 48.053333333),22.88,,
Vezot,72372,76,Point(0.291111111 48.352777777),6.35,,
Savigné-l'Évêque,72329,3998,Point(0.296944444 48.076388888),28.48,,
Festigny,51249,399,Point(3.745555555 49.051666666),25.63,,
Lhomme,72161,902,Point(0.558888888 47.743611111),18.32,,
Vernie,72370,333,Point(0.020833333 48.183333333),9.9,,
Sceaux-sur-Huisne,72331,570,Point(0.583333333 48.104722222),11.76,,
Trangé,72360,1415,Point(0.111111111 48.026666666),11.11,,
Savigné-sous-le-Lude,72330,429,Point(0.057777777 47.618888888),33.84,,
Saint-Ulphace,72322,225,Point(0.816388888 48.158333333),15.98,,
Peray,72233,62,Point(0.364166666 48.248333333),2.45,,
Joué-en-Charnie,72149,654,Point(-0.190833333 48.017777777),23.53,,
Jauzé,72148,84,Point(0.377222222 48.211388888),5.68,,
Parigné-l'Évêque,72231,5086,Point(0.364444444 47.936388888),63.4,,
Tresson,72361,466,Point(0.573888888 47.903055555),29.22,,
Jupilles,72153,566,Point(0.413611111 47.790277777),26.41,,
Sargé-lès-le-Mans,72328,3614,Point(0.240277777 48.033611111),13.85,,
Théligny,72353,213,Point(0.799722222 48.175277777),14.31,,
Terrehault,72352,135,Point(0.403611111 48.205),5.73,,
Ruaudin,72260,3418,Point(0.266388888 47.944722222),13.78,,
Saint-Biez-en-Belin,72268,714,Point(0.238611111 47.821666666),9.27,,
Fay,72130,668,Point(0.070555555 48.008055555),9.48,,
Mézières-sur-Ponthouin,72196,706,Point(0.298611111 48.193055555),17.88,,
Saint-Ouen-en-Belin,72306,1303,Point(0.210555555 47.833611111),15.14,,
Flée,72134,539,Point(0.453055555 47.732777777),17.54,,
Teillé,72349,480,Point(0.188055555 48.181666666),11.54,,
Saint-Pierre-des-Bois,72312,235,Point(-0.140555555 47.940277777),7.54,,
Coudrecieux,72094,616,Point(0.63 47.9925),24.27,,
La Grigonnais,44224,1675,Point(-1.6675 47.526666666),21.22,,
Issé,44075,1833,Point(-1.451111111 47.623888888),38.66,,
Villepot,44218,669,Point(-1.2775 47.775277777),20.59,,
Melleray,72193,432,Point(0.800277777 48.098888888),25.9,,
Saint-Christophe-en-Champagne,72274,209,Point(-0.137777777 47.967222222),7.81,,
Mézeray,72195,1917,Point(-0.018333333 47.826111111),32.95,,
Saint-Christophe-du-Jambet,72273,233,Point(0.035555555 48.230833333),11.24,,
Saint-Aubin-des-Coudrais,72267,926,Point(0.584722222 48.1725),17.42,,
Mézières-sous-Lavardin,72197,695,Point(0.03 48.154444444),15.31,,
Rouperroux-le-Coquet,72259,290,Point(0.430277777 48.226944444),12.07,,
Saint-Cosme-en-Vairais,72276,1970,Point(0.46 48.273888888),32.63,,
Saint-Denis-d'Orques,72278,799,Point(-0.273055555 48.028333333),47.17,,
Saint-Ouen-en-Champagne,72307,244,Point(-0.188611111 47.95),11.2,,
La Chapelle-Gaugain,72063,288,Point(0.680555555 47.798888888),10.66,,
Sainte-Cérotte,72272,316,Point(0.6875 47.900555555),14.36,,
Meurcé,72194,269,Point(0.202222222 48.234444444),6.16,,
Juillé,72152,474,Point(0.121944444 48.245277777),5.72,,
Saint-Rémy-des-Monts,72316,686,Point(0.400555555 48.308611111),10.12,,
Nogent-sur-Loir,72221,380,Point(0.396666666 47.668888888),10.81,,
Saint-Aubin-des-Châteaux,44153,1795,Point(-1.486388888 47.72),47.56,,
Éclans-Nenon,39205,387,Point(5.604722222 47.124722222),25.83,,
Tassenières,39525,394,Point(5.515 46.921944444),6.64,,
Monnières,39345,422,Point(5.461944444 47.112222222),2.06,,
Val-d'Épy,39209,150,Point(5.398611111 46.382777777),8.64,,
Souvans,39520,483,Point(5.548611111 46.994444444),19.66,,
Villers-les-Bois,39570,212,Point(5.579166666 46.913333333),10.5,,
La Vieille-Loye,39559,404,Point(5.631944444 47.0425),9.19,,
Écrille,39207,83,Point(5.631111111 46.505833333),5.25,,
Présilly,39443,132,Point(5.586111111 46.556388888),11.23,,
Villeneuve-d'Aval,39565,87,Point(5.747222222 46.970833333),3.99,,
Pleure,39429,429,Point(5.457777777 46.914722222),5.07,,
Séligney,39507,77,Point(5.539166666 46.938055555),4.15,,
Sermange,39513,249,Point(5.65 47.193055555),7.07,,
Thervay,39528,385,Point(5.615555555 47.250555555),15.75,,
Pointre,39432,126,Point(5.5 47.224722222),6.54,,
Peseux,39412,320,Point(5.366388888 46.992777777),5.36,,
Villers-Robert,39571,231,Point(5.52 46.952222222),10.13,,
Trenal,39537,387,Point(5.4675 46.643333333),6.64,,
Plaisia,39423,107,Point(5.633611111 46.532777777),5.31,,
Passenans,39407,345,Point(5.618888888 46.798055555),4.94,,
Loubeyrat,63198,1342,Point(3.010555555 45.935833333),23.93,,
Plainoiseau,39422,528,Point(5.555 46.730277777),5.38,,
Plumont,39430,103,Point(5.712222222 47.124444444),12.1,,
Nevy-lès-Dole,39387,281,Point(5.52 47.002222222),7.01,,
La Tour-du-Meix,39534,231,Point(5.662222222 46.526666666),13.42,,
Villerserine,39568,51,Point(5.642222222 46.857777777),2.85,,
Villers-le-Château,51634,254,Point(4.268055555 48.960555555),20.94,,
Lempdes,63193,8409,Point(3.193611111 45.771111111),12.3,,
Vanault-les-Dames,51590,363,Point(4.769722222 48.8425),19.97,,
Ville-Dommange,51622,401,Point(3.933611111 49.200833333),3.4,,
Le Pin,39421,241,Point(5.569722222 46.708333333),2.82,,
Louzes,72171,101,Point(0.301388888 48.4275),8.24,,
Moncé-en-Saosnois,72201,259,Point(0.388888888 48.274722222),8.81,,
Tassé,72347,314,Point(-0.136944444 47.889444444),10.77,,
Nogent-le-Bernard,72220,914,Point(0.489166666 48.236111111),30.26,,
Montreuil-le-Chétif,72209,302,Point(-0.035833333 48.245277777),14.64,,
Saint-Mars-d'Outillé,72299,2418,Point(0.332222222 47.870833333),38.04,,
Roézé-sur-Sarthe,72253,2626,Point(0.066944444 47.895833333),26.46,,
Sillé-le-Philippe,72335,1078,Point(0.352222222 48.107777777),10.6,,
Souvigné-sur-Sarthe,72343,629,Point(-0.388611111 47.826666666),17.06,,
Rouvroy-Ripont,51470,8,Point(4.731388888 49.225),11.77,,
Aillières-Beauvoir,72002,217,Point(0.325277777 48.405),15.07,,
Chevillé,72083,411,Point(-0.223611111 47.948333333),14.23,,
Chérancé,72078,360,Point(0.173888888 48.286944444),10.38,,
Clermont-Créans,72084,1264,Point(-0.015 47.718055555),17.82,,
Dissay-sous-Courcillon,72115,932,Point(0.4725 47.664444444),34.92,,
Dollon,72118,1488,Point(0.586388888 48.038888888),25.33,,
Aigné,72001,1659,Point(0.118888888 48.066944444),12.59,,
Domfront-en-Champagne,72119,1034,Point(0.028055555 48.104722222),20.97,,
Dehault,72114,270,Point(0.57 48.210277777),8.94,,
La Bruère-sur-Loir,72049,244,Point(0.348888888 47.651388888),11.47,,
Brette-les-Pins,72047,2153,Point(0.336944444 47.911111111),14.51,,
Les Adjots,16002,525,Point(0.206388888 46.076944444),10.94,,
Champigny,51118,1493,Point(3.971388888 49.267222222),4.49,,
Dissé-sous-Ballon,72116,137,Point(0.2975 48.237222222),3.55,,
Le Monestier,63230,210,Point(3.661944444 45.563055555),17.31,,
Marat,63207,816,Point(3.682777777 45.659166666),30.1,,
Vieux-Vy-sur-Couesnon,35355,1216,Point(-1.489444444 48.341666666),21.56,,
Pupillin,39446,237,Point(5.760833333 46.883333333),6.61,,
Moiremont,51370,199,Point(4.8875 49.132777777),16.98,,
Fontaine-en-Dormois,51255,13,Point(4.7175 49.2375),5.29,,
Somme-Bionne,51543,80,Point(4.724722222 49.094444444),9.21,,
Maffrécourt,51336,57,Point(4.817777777 49.117222222),6.74,,
Courbette,39168,51,Point(5.565833333 46.5975),2.65,,
Montaigu,39348,437,Point(5.568611111 46.659444444),7.1,,
Minaucourt-le-Mesnil-lès-Hurlus,51368,50,Point(4.715277777 49.170555555),23.04,,
Verrières,51610,402,Point(4.908055555 49.065),5.8,,
Rye,39472,218,Point(5.429166666 46.870833333),11.84,,
Valfin-sur-Valouse,39542,73,Point(5.519444444 46.369444444),8.67,,
Oger,51411,516,Point(4.012222222 48.957777777),15.06,,
Aromas,39018,566,Point(5.480555555 46.2925),18.75,,
Revigny,39458,248,Point(5.605277777 46.635555555),6.51,,
Wargemoulin-Hurlus,51659,46,Point(4.698888888 49.156388888),15.17,,
Chamoux-sur-Gelon,73069,940,Point(6.215555555 45.532777777),10.63,,
Villaroger,73323,366,Point(6.874444444 45.591111111),28.15,,
Les Avanchers-Valmorel,73024,784,Point(6.456111111 45.4775),21.93,,
Pallud,73196,780,Point(6.394444444 45.686666666),5.2,,
Bramans,73056,450,Point(6.776111111 45.223611111),92.26,,
Attignat-Oncin,73022,538,Point(5.775833333 45.508333333),18.46,,
Saint-Oyen,73266,215,Point(6.484166666 45.503611111),2.11,,
Mercury,73154,3088,Point(6.336944444 45.674166666),22.33,,
Hermillon,73135,581,Point(6.362222222 45.298333333),14.06,,
Saint-Sorlin-d'Arves,73280,331,Point(6.234722222 45.221111111),39,,
Chamousset,73068,587,Point(6.199166666 45.555833333),6.31,,
Champ-Laurent,73072,36,Point(6.212222222 45.508611111),5.07,,
Saint-Marceau,72297,560,Point(0.1275 48.18),8.91,,
Saint-Maixent,72296,740,Point(0.651666666 48.089444444),22.48,,
Onoz,39394,72,Point(5.6525 46.455555555),14.85,,
Malicorne-sur-Sarthe,72179,1905,Point(-0.084722222 47.813611111),15.13,,
Saint-Alban-d'Hurtières,73220,356,Point(6.276388888 45.483333333),19.4,,
Saint-Alban-de-Montbel,73219,643,Point(5.783333333 45.551666666),4.55,,
Neufchâtel-en-Saosnois,72215,1026,Point(0.245277777 48.376944444),23.41,,
Soulitré,72341,631,Point(0.455833333 48.011388888),10.99,,
Saint-Mars-de-Locquenay,72298,570,Point(0.484166666 47.928888888),21.78,,
Saint-Jean-des-Échelles,72292,253,Point(0.713333333 48.13),10.64,,
Marthod,73153,1367,Point(6.403611111 45.725833333),14.78,,
Jacob-Bellecombette,73137,3984,Point(5.913611111 45.555555555),2.47,,
Lignières-la-Carelle,72162,376,Point(0.1753 48.435),7,,
Vivoin,72380,948,Point(0.155833333 48.233611111),18.26,,
Yvré-l'Évêque,72386,4228,Point(0.266388888 48.014444444),27.61,,
Nauvay,72214,11,Point(0.394166666 48.251944444),2.71,,
L'Ajoupa-Bouillon,97201,1874,Point(-61.114444444 14.824722222),12.3,,
Challes-les-Eaux,73064,5590,Point(5.983888888 45.5475),5.65,,
Sillé-le-Guillaume,72334,2305,Point(-0.129166666 48.183333333),12.9,,
Écleux,39206,224,Point(5.7375 46.998888888),6.2,,
Louvigny,72170,176,Point(0.201388888 48.338611111),8.71,,
Saint-Gervais-en-Belin,72287,2076,Point(0.218611111 47.877222222),9.53,,
Yvré-le-Pôlin,72385,1768,Point(0.152777777 47.819166666),21.84,,
Lombron,72165,1909,Point(0.418055555 48.078055555),24.11,,
Rahon,39448,508,Point(5.461388888 46.986944444),19.6,,
Voivres-lès-le-Mans,72381,1377,Point(0.072222222 47.929722222),11.44,,
Fatines,72129,845,Point(0.347777777 48.046111111),5.44,,
Saint-Jean-de-la-Motte,72291,968,Point(0.056388888 47.742222222),32.03,,
Colonne,39159,264,Point(5.576111111 46.884444444),11.13,,
Souligné-Flacé,72339,686,Point(0.015 47.974166666),16.49,,
Vouvray-sur-Huisne,72383,128,Point(0.550555555 48.0875),3.34,,
Poggio-d'Oletta,2B239,213,Point(9.3625 42.639444444),16.16,,
Tralonca,2B329,110,Point(9.206666666 42.343333333),15.7,,
Stazzona,2B291,39,Point(9.371666666 42.371388888),1.39,,
Viggianello,2A349,814,Point(8.951944444 41.680833333),17.03,,
Solaro,2B283,706,Point(9.326388888 41.903888888),93.36,,
Tallone,2B320,315,Point(9.414166666 42.231388888),68.17,,
Polveroso,2B243,42,Point(9.365 42.400833333),1.96,,
Valle-d'Orezza,2B338,43,Point(9.398055555 42.367777777),3.93,,
Sant'Andréa-di-Cotone,2B293,229,Point(9.479444444 42.313333333),8.91,,
Porri,2B245,43,Point(9.433611111 42.452777777),4.5,,
Talasani,2B319,772,Point(9.48 42.408055555),10.09,,
Rapale,2B257,151,Point(9.303611111 42.590833333),10.16,,
Vallecalle,2B333,137,Point(9.338333333 42.598611111),6.91,,
San-Giovanni-di-Moriani,2B302,94,Point(9.478333333 42.374444444),10.19,,
Rapaggio,2B256,25,Point(9.39 42.3725),2.56,,
Quercitello,2B255,44,Point(9.350277777 42.426111111),3,,
